ID,SpentAmount,Description,EventID
1968,1200.78,Of billion remember feeling a front.,249
1969,2034.59,Sometimes player leave although.,926
1970,1522.56,Trip which article year my.,284
1971,3468.3,Parent current police adult still.,771
1972,2329.49,Bill people choose child ability stay.,772
1973,949.32,Let live not court beyond.,145
1974,4248.64,Husband assume become customer.,228
1975,1128.09,She receive time above expect couple.,800
1976,2257.93,Firm little oil attention subject.,578
1977,1324.31,Success laugh final pass around.,330
1978,4071.35,But support feel.,789
1979,3226.94,Discover society someone type gun camera.,20
1980,2028.27,Cut onto east store.,562
1981,4000.35,Tend difference travel specific.,836
1982,166.93,Usually must country when here TV sell.,604
1983,917.92,Serious score decade know without must.,108
1984,1439.17,Site inside employee success wall.,609
1985,1171.49,Air three dinner resource.,680
1986,1538.51,Suffer do suggest administration upon gas.,448
1987,1773.69,The total late laugh.,969
1988,1939.71,Peace both development.,265
1989,2776.23,Carry behavior drug upon camera.,982
1990,3187.1,Wish interesting write sure year true whole.,477
1991,452.33,Outside focus head wish.,15
1992,489.05,Everyone language artist yourself.,660
1993,779.44,Return price stop develop.,272
1994,3351.5,People senior store crime.,517
1995,236.01,Free decision space something general.,7
1996,273.62,Whatever test try community instead learn environmental.,905
1997,3130.65,Card customer along free as wrong.,780
1998,1112.13,Such himself between hundred.,539
1999,4963.9,Discussion figure business morning.,938
2000,928.41,Heart policy claim far.,263
